,Source,Target,eType
0,7,0,0
1,7,22,0
2,0,16,0
3,0,27,0
4,0,19,0
5,0,26,0
6,0,24,0
7,0,13,0
8,0,29,0
9,0,2,0
10,0,23,0
11,0,11,0
12,0,36,0
13,0,3,0
14,0,22,0
15,0,12,0
16,0,21,0
17,0,14,0
18,0,17,0
19,0,18,0
20,0,32,0
21,0,30,0
22,0,5,0
23,0,1,0
24,0,37,0
25,0,6,0
26,0,15,0
27,0,8,0
28,0,4,0
29,0,9,0
30,0,10,0
31,0,20,0
32,0,25,0
33,0,28,0
34,0,31,0
35,0,33,0
36,0,34,0
37,0,35,0
38,6,14,0
39,6,15,0
40,6,32,0
41,16,2,0
42,16,4,0
43,16,9,0
44,16,11,0
45,16,14,0
46,16,27,0
47,16,24,0
48,16,23,0
49,16,21,0
50,16,19,0
51,16,3,0
52,16,13,0
53,16,20,0
54,16,25,0
55,16,28,0
56,16,31,0
57,16,33,0
58,16,34,0
59,16,35,0
60,2,14,0
61,2,37,0
62,2,19,0
63,2,11,0
64,2,13,0
65,2,12,0
66,2,23,0
67,2,27,0
68,2,29,0
69,2,32,0
70,2,4,0
71,2,9,0
72,2,10,0
73,2,20,0
74,2,28,0
75,2,33,0
76,2,34,0
77,11,3,0
78,11,9,0
79,11,10,0
80,11,22,0
81,11,36,0
82,11,21,0
83,11,12,0
84,11,27,0
85,11,19,0
86,11,18,0
87,11,17,0
88,11,20,0
89,11,25,0
90,11,28,0
91,11,33,0
92,11,34,0
93,11,35,0
94,33,21,0
95,33,12,0
96,33,3,0
97,33,18,0
98,33,17,0
99,33,22,0
100,33,27,0
101,9,37,0
102,9,14,0
103,9,12,0
104,9,19,0
105,9,3,0
106,9,17,0
107,9,21,0
108,9,27,0
109,9,13,0
110,9,22,0
111,9,32,0
112,9,18,0
113,9,23,0
114,26,15,0
115,26,19,0
116,26,32,0
117,26,29,0
118,21,3,0
119,21,12,0
120,21,17,0
121,21,18,0
122,21,22,0
123,21,25,0
124,21,35,0
125,18,3,0
126,18,12,0
127,18,17,0
128,18,22,0
129,18,23,0
130,18,25,0
131,18,35,0
132,35,17,0
133,35,3,0
134,35,27,0
135,35,12,0
136,17,3,0
137,17,12,0
138,17,25,0
139,12,3,0
140,12,4,0
141,12,10,0
142,12,22,0
143,12,13,0
144,12,27,0
145,12,20,0
146,12,25,0
147,29,10,0
148,29,15,0
149,29,19,0
150,29,32,0
151,29,37,0
152,29,36,0
153,29,34,0
154,14,4,0
155,14,10,0
156,14,13,0
157,14,19,0
158,14,22,0
159,14,32,0
160,14,23,0
161,14,20,0
162,14,34,0
163,13,4,0
164,13,10,0
165,13,27,0
166,13,22,0
167,13,23,0
168,13,19,0
169,13,32,0
170,13,20,0
171,13,34,0
172,13,36,0
173,22,4,0
174,22,10,0
175,22,20,0
176,22,36,0
177,22,27,0
178,22,34,0
179,10,19,0
180,10,24,0
181,10,32,0
182,10,23,0
183,10,37,0
184,36,19,0
185,36,20,0
186,36,32,0
187,36,37,0
188,24,4,0
189,24,20,0
190,24,27,0
191,24,28,0
192,25,3,0
193,25,27,0
194,4,37,0
195,4,19,0
196,4,23,0
197,4,32,0
198,4,3,0
199,15,19,0
200,15,32,0
201,23,19,0
202,23,20,0
203,23,27,0
204,37,19,0
205,37,20,0
206,37,34,0
207,32,19,0
208,19,20,0
209,19,34,0
210,27,20,0
211,27,3,0
212,27,28,0
213,27,31,0
214,27,34,0
215,20,3,0
