,Source,Target,eType
0,2154497,581889,0
1,1900546,1860052,0
2,1900546,2023736,0
3,3,139441,0
4,3,16837,0
5,3,2023637,0
6,3,1056938,0
7,3,1491414,0
8,3,1581444,0
9,2269190,131432,0
10,835590,2023637,0
11,933896,2023637,0
12,933896,90457,0
13,933896,139441,0
14,933896,16799,0
15,778250,90457,0
16,778250,2023637,0
17,778250,2261113,0
18,221195,16430,0
19,221195,49417,0
20,221195,90292,0
21,221195,1007704,0
22,2056205,729450,0
23,1777680,90457,0
24,1777680,180500,0
25,49171,1261782,0
26,49171,49228,0
27,49171,1433738,0
28,385045,721046,0
29,385045,2088991,0
30,385045,82217,0
31,49178,131432,0
32,49178,1884503,0
33,147484,90568,0
34,147484,123318,0
35,147484,2048068,0
36,147484,180260,0
37,147484,155967,0
38,147484,737715,0
39,147484,876787,0
40,147484,1065065,0
41,147484,1450083,0
42,147484,1712416,0
43,147484,2056651,0
44,131104,434,0
45,2031650,139392,0
46,2088991,721046,0
47,2088991,1122515,0
48,966692,123247,0
49,966692,925794,0
50,180260,155967,0
51,180260,2048068,0
52,180260,221459,0
53,180260,295238,0
54,180260,737715,0
55,180260,876787,0
56,180260,1450083,0
57,180260,2056651,0
58,180260,2441292,0
59,204839,16837,0
60,204839,82217,0
61,188458,65727,0
62,1450028,16555,0
63,1450028,172173,0
64,57390,1761663,0
65,57390,2039916,0
66,1458227,98417,0
67,1458227,876986,0
68,1458227,885031,0
69,1458227,2277713,0
70,1458227,147808,0
71,1458227,180345,0
72,147511,90457,0
73,147511,139441,0
74,147511,2023637,0
75,147511,106904,0
76,147511,1056938,0
77,147511,1491414,0
78,147511,2064866,0
79,147511,2261113,0
80,147511,2392270,0
81,49210,180345,0
82,1966141,1393049,0
83,1966141,1884503,0
84,1966141,2277484,0
85,2031679,329,0
86,1597505,598478,0
87,1597505,90457,0
88,352324,1859750,0
89,2048068,155967,0
90,2048068,221459,0
91,2048068,229774,0
92,2048068,876787,0
93,1679432,1917088,0
94,2441292,1860052,0
95,2441292,155967,0
96,2441292,2039916,0
97,49228,131432,0
98,1884244,82217,0
99,1900630,8639,0
100,295001,33093,0
101,295001,1458443,0
102,49243,172173,0
103,57438,385272,0
104,1450083,155967,0
105,1450083,229774,0
106,1450083,1728800,0
107,786535,1859903,0
108,1384553,41087,0
109,1384553,8639,0
110,1384553,1442251,0
111,745578,2203789,0
112,1065065,147688,0
113,2277484,1393049,0
114,2277484,1564862,0
115,2039916,90568,0
116,2039916,123318,0
117,2039916,188815,0
118,2039916,1425698,0
119,2039916,1679809,0
120,98417,876986,0
121,98417,2277713,0
122,98417,885031,0
123,2359408,16837,0
124,2359408,139441,0
125,2359408,82217,0
126,1491063,90457,0
127,180345,172301,0
128,180345,2277713,0
129,2261113,2023637,0
130,2261113,90457,0
131,2261113,16799,0
132,2261113,139441,0
133,98425,229774,0
134,98425,1384750,0
135,98425,295203,0
136,2130045,2056651,0
137,2130045,581889,0
138,1704062,1548693,0
139,1704062,2343145,0
140,41087,8639,0
141,41087,1581444,0
142,139392,147808,0
143,32896,1761663,0
144,1433738,131432,0
145,1433738,180500,0
146,1433738,2261224,0
147,2203789,33093,0
148,1187983,1122663,0
149,1040528,24852,0
150,286865,991587,0
151,286865,24852,0
152,172173,8512,0
153,172173,1376695,0
154,721046,1122515,0
155,1728663,139701,0
156,1728663,106904,0
157,1728663,106681,0
158,1728663,123247,0
159,32927,8638,0
160,32927,852323,0
161,32927,1835192,0
162,893085,180500,0
163,893085,745747,0
164,1786017,581889,0
165,106658,16799,0
166,106658,139441,0
167,188579,49368,0
168,188579,139701,0
169,1859750,229772,0
170,1859750,246232,0
171,1056938,2023637,0
172,1056938,16799,0
173,1056938,139441,0
174,1056938,90457,0
175,16555,147808,0
176,16555,131387,0
177,16555,123315,0
178,16555,147894,0
179,1245358,1860052,0
180,139441,16799,0
181,139441,16837,0
182,139441,90457,0
183,139441,2023637,0
184,139441,155907,0
185,139441,754138,0
186,139441,1491414,0
187,139441,2064866,0
188,139441,2392270,0
189,2359476,876986,0
190,2359476,885031,0
191,1089716,1220952,0
192,1089716,90457,0
193,106681,106904,0
194,106681,139701,0
195,106681,221570,0
196,106681,123247,0
197,106681,1212727,0
198,106681,1360110,0
199,65727,295238,0
200,1368255,16837,0
201,213188,2113744,0
202,172232,180442,0
203,172232,114952,0
204,2392270,2023637,0
205,2392270,16799,0
206,114897,147894,0
207,237777,229774,0
208,1122515,82217,0
209,1122515,229774,0
210,2023637,16799,0
211,2023637,16837,0
212,2023637,754138,0
213,2023637,1491414,0
214,1982677,49368,0
215,1261782,123247,0
216,147688,131387,0
217,2343145,696772,0
218,2343145,1548693,0
219,1360110,139701,0
220,1360110,221570,0
221,2171118,82217,0
222,106736,581889,0
223,876787,8512,0
224,876787,155967,0
225,827637,90457,0
226,827637,131432,0
227,385272,1925406,0
228,41212,41267,0
229,598271,155967,0
230,598271,1728800,0
231,581889,229774,0
232,581889,2056651,0
233,155907,16837,0
234,155907,229774,0
235,114952,1458443,0
236,1458443,33093,0
237,155921,155967,0
238,221459,155967,0
239,221459,229774,0
240,221459,82217,0
241,180500,1884503,0
242,24852,2179367,0
243,1712416,155967,0
244,1712416,1728800,0
245,1712416,1425698,0
246,1728800,737715,0
247,1728800,1425698,0
248,1728800,1679809,0
249,1728800,1810796,0
250,1425698,1679809,0
251,295203,229774,0
252,295203,1384750,0
253,885031,876986,0
254,885031,2277713,0
255,377131,82217,0
256,82217,295238,0
257,82217,991587,0
258,82217,2056651,0
259,1384750,229774,0
260,1212727,221570,0
261,155967,8638,0
262,155967,90568,0
263,155967,123318,0
264,155967,680413,0
265,155967,295238,0
266,155967,737715,0
267,155967,1679809,0
268,155967,1810796,0
269,155967,2056651,0
270,33093,1049029,0
271,295238,229774,0
272,295238,1860052,0
273,1777997,246232,0
274,2277713,876986,0
275,1884503,1393049,0
276,1220952,90457,0
277,90457,598478,0
278,90457,1491414,0
279,278876,139701,0
280,278876,106904,0
281,172382,680413,0
282,147808,147894,0
283,1122663,229837,0
284,1122663,1909121,0
285,123247,106904,0
286,123247,598478,0
287,221555,229822,0
288,2367861,1909121,0
289,229774,2056651,0
290,229774,737715,0
291,229774,917981,0
292,106904,139701,0
293,16799,1491414,0
294,696772,1049029,0
295,16837,754138,0
296,16837,2064866,0
