,Source,Target,eType
0,2154497,38702,0
1,2154497,102558,0
2,2154497,121338,0
3,2154497,169862,0
4,2154497,170812,0
5,2154497,250288,0
6,2154497,350554,0
7,2154497,501046,0
8,2154497,720216,0
9,2154497,924457,0
10,2154497,1006489,0
11,2154497,1172894,0
12,2154497,1386971,0
13,2154497,1546360,0
14,2154497,1599855,0
15,2154497,1739992,0
16,2154497,1825871,0
17,2154497,1926404,0
18,2154497,1948578,0
19,2154497,2026761,0
20,2154497,1111502,0
21,2154497,120242,0
22,2154497,13584,0
23,2154497,1725324,0
24,2154497,134133,0
25,2154497,185076,0
26,2154497,51186,0
27,2154497,85955,0
28,2154497,1951135,0
29,2154497,72767,0
30,2154497,145987,0
31,2154497,165216,0
32,2154497,581889,0
33,2154497,57102,0
34,2154497,244593,0
35,1900546,415245,0
36,1900546,443484,0
37,1900546,507532,0
38,1900546,539840,0
39,1900546,583318,0
40,1900546,609834,0
41,1900546,703565,0
42,1900546,839330,0
43,1900546,869550,0
44,1900546,880849,0
45,1900546,885329,0
46,1900546,978849,0
47,1900546,1082701,0
48,1900546,1087523,0
49,1900546,1140423,0
50,1900546,1145386,0
51,1900546,1217991,0
52,1900546,1222668,0
53,1900546,1238119,0
54,1900546,1247822,0
55,1900546,1275296,0
56,1900546,1306199,0
57,1900546,1345220,0
58,1900546,1367661,0
59,1900546,1459636,0
60,1900546,1527874,0
61,1900546,1552922,0
62,1900546,1740027,0
63,1900546,1853835,0
64,1900546,1860052,0
65,1900546,1872233,0
66,1900546,2237919,0
67,1900546,1694419,0
68,1900546,86036,0
69,1900546,1857797,0
70,1900546,2091471,0
71,1900546,2077100,0
72,1900546,1535192,0
73,1900546,68477,0
74,1900546,629627,0
75,1900546,2004810,0
76,1900546,2163726,0
77,1900546,75377,0
78,1900546,1975710,0
79,1900546,480882,0
80,1900546,1576465,0
81,1900546,1912239,0
82,1900546,2379513,0
83,1900546,1625305,0
84,1900546,1092563,0
85,1900546,322014,0
